engaging_user_id,tweet_id,label
01F9188EBF74F438700C78404A405DD1,45C3813ED1F9C4FB4508C93231CB6291,1
017D2C067544EECEA3EBD67913371BC4,3DCA1A4F0787B492BB786C286A218444,1
040AF7912E61B86D1ED59A9E3F4AE4B2,AC132514A4D3D4F9A798D3CEB8A77A1F,1
054CECA11FA2BF59EE5A41F9A2868297,055C838A68C601ACA2A77B87D140F929,1
02EA0997F61F5782ACADC93B9BE0EB7F,8E14791FA7B75B12A6815B5AEF8703DF,1
043E2682947EED37D4B8C949BED1B436,80583068BD0F9E161D4F4D825202AB0F,1
014015939CCCC26EC1F95724BAA9E49F,D03B250339E2A4708DD61D593EFA87C9,1
02E00C41C80B5E8805F3A63BCFB2290F,8A37E8B02D56CEFA1E100ED52FFB19E2,1
055192B6432D3B0623A39933BB2F7F2E,32C4341FFCE2C3C3584746A9F51DAC6B,1
0346DF5C8D3489D4F1D087A2710EFEA0,607BE8395FADF31EE0A2B0BEE32E3765,1
049C48083155135BCFC37FF8A62D6B6F,93AB5A26905B378DAAAE9D2A46B0B8FE,1
045EA5FEDED9BF3F8B6A286447B0B62E,AA3529AD4B486A81EFC5540AFEFAC935,1
004CED4D2249A6E3B7915314F697BB72,A2C8B6FCDAB8A258156CB7F3CEC26B2F,1
017D2C067544EECEA3EBD67913371BC4,333345D426B2CAAC9E2E393842D0D8B0,1
02938FF4F315A9D758CFBFEB7EB33BAE,7739A041A4CAF193C13629C749841F9C,1
04AAF7A7BF790C4E451B55D0B9EF4874,6EA6DC8351AB75BF81B48E6EF792CDA4,1
04491CCB6C399C3CEADE28504A23EFF4,230D036C3E3AE170FD2DA889BFCF1C61,1
05C29542B541FDE4FB2A1B60E6DF259A,D851BE65AF820608293A6DB1B9D5798A,1
016841AB2DC3A8A7B2655CC79140F266,CD86DED8B5C6FDF4FAAD90AF57FB1F71,1
00FFC54D3C1B6E8FBEC963E7B2AA3BBD,AA7406456984873194A28D8199A72119,1
03A429E779BD21F4430E2287BB869595,30F85A39373087F9A190D31888FD50AE,1
04FA82EB90896DD51141299358A025AC,538DBE4C4A2D178CD33ACBB8EDBDE47C,1
004CED4D2249A6E3B7915314F697BB72,4AD8BE18508A34AE305B1151ABAC47A7,1
0165F79CBD1CDECD91E6C100B009ADDA,DE71DC13AEE5CDD509B66510BBE308CA,1
0200EEFD99355D3BA66E9937D75750A0,3D324B89D4EC5D758F4FAB788938DD7F,1
01797CF180EE8E143AC5D9F55875402A,CD63CE15DAF184AF79BE26D54B5D902F,1
05AB15BE4DD3F9BDA9C9CAA627A45852,048DBAAC9978568233E6B2CB761FCF0A,1
054BEF59D1ABB1681507508FEC775C5F,457A653AAE898C43E697EEB44E8D8106,1
0346C8A0114CA71FD95820DF53037139,700FC2E656EA75169963E17208D4EFB9,1
01FB1AA02B854C5DBE118FB13641A1D9,45A8674BB9A500A7797BF60134A41698,1
05BEE7C1226D8937D192C0A153EAC8F1,7AFEFC33AF6D9029CD291EA0582F3B6E,1
02F183D2D96F8903EFFCF63089894FB6,9815BDEBFC8AE145AA24F0FDC7E8F5FD,1
045FD795155ECB88A76395EF0E6A27C4,AA3354AEA5CAB617B870F6D9B68D8576,1
0536DB4243AFD94F224E8257422854F3,AA30D93FF8AC757E5316C84DD6A64C36,1
006F019CAE713A975985E238A6DEF529,077AE07D0E4FAE1912C0BEA482A1790C,1
03C8FD209F5067552040E267F8337026,9CD839A435C09C8A701F938F7629BA82,1
02A803B713B90650F762F39D05F002A4,B7339FC979F94F7047496846A2734010,1
01AC088A1F090AE517D51695558298A9,F2E54DA0D56921E3EB8A43E3875B47EA,1
02724CD6FDEC4D391B4F5A44B43C5275,3AF184A19A4D672550FC275411FA795A,1
02FC7C0FE4D260540BEE6C8FAB1776CA,DDF154E79335435FCCE2261DB4FA1B49,1
043B0EC0F5C72147E986C12D68C1897A,FEE245F10C436478F1DE7970D8E9A526,1
048FEE2EF2FC133A6FE102789AB473B2,7C6B17F3EF370F66D999B5CF1FAFC0DE,1
04F1E281B173B7D43E953C6126F160A1,3262927FD3909FD9BB4EE61BDBE1C02A,1
024BB0BF4115DCD7A6FF8221B27F5700,55A46A1BBA76D637AB52398551175271,1
031801B40C054C343D4434E379B03A4B,6BC770FF940C6432EDFE6C2A602C5633,1
002E71ED7F01C72529030E1F0C6E009C,A80CA3A6A0E408875F0F0E8E023F9C33,1
0562AD7E29F3A30A95A9367BAEA7EAE6,D4B76F9DFBA3B467A063E282104EAB62,1
032FE39192EFE67D229EBC7389496878,B8335A26707E9E5630100B87128D46F0,1
05529F6BD4FB33215F2780BEA41943AC,4B980CF357141B903530F7508DD4DD71,1
05A4997651BE9E6D66B1E36E25A324E7,F60FB443491218A30BB554E18B148F71,1
02282AA0ADA601EDE33C97726A1CC42F,956112931B17FA90EDA2C0270C635621,1
05427220ABD6D77BD08329A1C50BCA24,6692D8068E0FDC97BA53348BBEC004F4,1
055AC7C140192154FFA1D3362A4A70B3,AD6F3C76D55A7FE75919F52074396303,1
0568F29F1C0B49B3B13B18CD4EDEB13B,B107546A754CE3FBCFF8C6B63E6468ED,1
0404330B204B7E4A370C56558693B4E0,905BBE5D45331C2AD315691A5E647F95,1
0224A1628B4E1172B18ECB8D60ADBA25,28DEBF3F795E26292DAEB43D26B5CC73,1
0557E4367ED1D52038A74967452A9474,DC4B6985DE689ACB711CBC62CDAA33AE,1
0370954EBC020AD4E8C54FED80ECBDFB,54AFC0E5F372BFC13F06641F4F2B7CA8,1
0601E38BD5BAC8422F6B5299D26B499C,F57C4F5E3348A26F4B590B945E084FEF,1
0510D215C75D7AA00BA28AB6942AFBCD,09153B32DCBC644D31196D202BD8B709,1
00B84DA6E6F041A5BB14CDE6A03FB529,FA527406568E557D49701883B9EEDDFE,1
00D3DF489CA7FBFFEC834A86E94C2718,07F59C6A86D234C00ABD3D60AA4B4500,1
03E1B48D7E9C5D687E79B5E50EF5A0CE,D68D30E77D5A71E6D8EC254C4E0CBDB5,1
00AFF653D02ADCEFA6B0AD54CAD82D2C,4BD5F9894CA6E57CFCC1A1B92393092A,1
0033CCE5A91F9CA140A04A2323A835DA,6417D8C8F311B4D09081995CBF8E5746,1
01486F442383B72BEE16E776141BA2D5,9C4C516D88083AF11E60C8AC066F3527,1
02F673B90D45271E26748AAA33DBB0A0,721161DAA45F78CEBFE5704822B54D6E,1
05DCFD3499633D89153F8EFA2724F989,88924B44C0481E9DCDF96B36EFBB569D,1
021309BC4591319E4AE92C9626B612FE,F76DE45BC87CC09EC1522B99F3BE4D36,1
0318BD512DA1CDAB67197DE332378E4D,B9A29E5CDE42ED2C0AB09DB521EEF312,1
0074B57A08096E21979324C58434E211,67DB482F44C98B1372F57C5D293E01EC,1
03A0D535A4ED94768311845747274969,DC63C2CEFF7759C65DD25E1120381D31,1
04AE8A9CA0119AFD6B053AE95E8DC918,3FB993D159840931BAF80CE0C797B074,1
027AFAB61936C16373A2A9846CD536CA,BB7AD5EE3DF54AC8263854F509978CDC,1
0247F35FB644A8F21607A122C483B3C3,E55F3C90AFE770D5BAA3025FCD614599,1
00DAA84ECFAE49AC37FA4A9765E8BBC5,3176F964A1CC3A3FF4AF544F496B304C,1
01CD4DBA9475B571D5602E97C02BD1B9,A6F2C8DD428B94BD7313490907788A2A,1
01EDB97D1059FD2F5CFA8FC24DF3E3C7,576465211E39556CDDDE2B33F74A1A78,1
0408810263564293546C3B3A227F8E4E,7ED6C71E485AD0094E8EA310A0BA774B,1
0470AC19978B4F96A2F236C1C03E1F4F,2290936C720B576B611EFC4CABE3A89C,1
008D146707158E22A910C139DC4AD119,ECE3F259CFA87C121C1C7A6D79FE0D85,1
04D73C29F4685BC5E29D45FBCD4FD52A,D44EB4332FC4A29930C465F8FAB4F0BB,1
03AB391A58B0577240DC5BC188A3450C,A1F42BA8F754246EE92AC8255C00B621,1
037C378DB849096CEAA4BBC6913453F0,8394201B612A9B0D5B01F2F86E43169F,1
01AC088A1F090AE517D51695558298A9,FF98438BD8EB9352C7F1B2878BE45ACE,1
0330E7F309B5E78A4781E31A4D1F7311,F9DED736C8CA909BAF75B31C86AE76C1,1
015CE5E98DCD19A73194CD2677BC0A63,ED64963C3449DA0F1D22CC24AF08DDD4,1
015196CF609F9BBD4E2C66A028AB90D9,D15A8AA2B9BF325376D09F28DF02B0E5,1
0205100C15549013DC2AA0259F8CC638,EFFA3D606E37BDBF301F49EE24DD80CE,1
049292FD90C873EF195FB53045FB3A0F,CD80E01BDB3C705714E182664A8DB511,1
014DA3F884068A4C6024EF1E5E0BD650,F8C9AD5C49B827DCAB292DEE287EBDDF,1
05DBE3307269CE9A57C02A22A346CD70,E9869824F5D3AEC10615DAD0081134DF,1
04B69F764335E9026C736ACDEB42BDBA,B231080BBC4030150829D107B3C58D13,1
009278B21EC60DA189B5AEF5327E68B9,D2EE9C8430402D7EA663D2C6769C9C3F,1
02432716375B50AD04AC6CA40220CB70,1F02847672B5957DF8EEACFB56F593A1,1
033C754F95CE027E6CF499F0004036A2,62AAC0D349D7EA4F1B372353415CD761,1
050102F4A7B15C57BC26BDD4BC4C532B,AC444CE47E0460AE7B07F40F44D4B21E,1
020178AEB472948167133A430D6C5498,18A9DCA481671C85915BEA50D0AE1C26,1
01CD1895DF010864D09978AC3CBB0158,2AE568377AF3475D04188000A09885FB,1
044BFD06FD24DF0A7850F6F3BC2507AC,093A532B7217239D6AE315F3CCCEA71F,1
047A2EA55C5540B98822767A93B30CD6,0C32879BC4C5E68CE0AB7739123337ED,1
02FBD119C3435700825CD9FEA0A047A9,73E21F3DA4C673482D957859F41C7788,1
0087A36D255D7109E12617654BBBD411,0604041F1FC2B1C1ADD93523706E98F0,1
03D0A560F8C23E58B453E5A912D958CD,5C14FE38A4A259961DAF8EA66C0AF956,1
02282AA0ADA601EDE33C97726A1CC42F,3BF0E968FE7B6C677FABDDD81B5DE984,1
0465167D3AB9868B3CD3D6FA03AC1512,8C8CA08F560B5ED8C2939007541943E0,1
03FD876165525FE489775CEDB1F19E23,9AE7F6530A001379B5EB3C65125EE10E,1
0596A2EBB74F075F1F426FFFC93B9ADF,54D3BECB5C8CD171BD95CB45CCF05AD7,1
0118289E1F78509937BDFB666249ECC1,028E617C46500E7950841828BB90082C,1
050DDF3F79907BE585478F0583C41C3C,27B5C5D4ECD5D8E779C115B748072072,1
0473905FC4EC20A9FC76DA20EF6C9C21,6AB460A3185CB3AE03BE17BDE4691E28,1
03D623E4A2D1FB8EF10CBE40910AC5B6,6306CD5396143F1AAAAC758AAA66DC9E,1
026580B9989A01106670A7587DE58193,41491CCEEA0809E0E3A713819ED3B504,1
014C741C11B5273A9B629F2A25AFD9F4,8214C4C8A26CA392939C126455DA15C2,1
05F30D4EBD38296EEDB4E5F63F7C9069,CCBFE9FDC7A20836B08F6F85889D0E48,1
00E6CC560FFDE53C57B1C272CE87978B,310A9708AB309D81C038DBB24E2E3DDB,1
057DC8196AAF1A710DE1B26E1FD8FFA8,D68440186AF39093D2E2A73243EDFC99,1
023A8D4C67E90981F560218F16AACBA3,63CEFEB8726F501E6195DAF009BEEC58,1
038584C3E2A9C8C5BF6A66E9ED383EF2,637E43D37558D96D0187C73CE7C17E93,1
0315D8CA614E2E6ECE1C6B098B144F9B,B233C60CD0ED34AF750FEA0561BCA73C,1
033A091F8782A8A9FB1FDFB3FFB88E79,C9905C5DB32944189E4FB583C4ADBE20,1
00279C7E097B1F52023546BD0647E305,4030AFE2CE8AAF23285C120A47CADB60,1
01C0447EE7B5FC4AF157F497124E5EB9,D5B3D34693701E991058E9524A3A2DA7,1
01234D7542830E77688552309AE6358F,690AC1625DBA05C0B8151095E32E4ADD,1
027AFAB61936C16373A2A9846CD536CA,DC8DA2C8A46EF37B2B9A7400D3B138CE,1
0437C0A7C32F64EB13987F47CBEC3F65,FA88C2348B194F855735349D32333E42,1
02AA0BB88E14D4DB59A8A128FDC98C94,7DC5858D75EB407BE032BF3C6874DAB3,1
0388527166DEC4B72CC7E43BCD034716,449BE3A1B53C6A191410BC0755E84A1D,1
01493A074E90686A3411CCBF47710C8A,339FA01E0E11D2BBA7AB1B69C574593F,1
03CA276C7A9DBDD5B812BF81CFAF3D67,BB7C6DCFEC275962E3B9E8CF54B2DCF1,1
05035480C9CDE0588A48D525E80D443B,3E47456A2CF0144485C71D6408616C4D,1
039EF3CF0BE59F59D83EE300BB024454,2F61532E337691919E9BBC8AC9A901A6,1
0338443B693D7DACB727CA400BEAEF08,E3409C84DCF2205E06AAC48B33F74674,1
0409BCBFDF9024B504BD8F66D9E84FE9,94CD67DF195724CDA43C55C3D073CB19,1
034666AB7E39945E4569A669CE36CFD0,A88C55C50D8FF439940368B4342841DA,1
048FEE2EF2FC133A6FE102789AB473B2,2B9D9DD5966CEB0CCD0FF94B38852249,1
0098E960F00F86DAEE4CC40DF0501867,6911E9229D85E7E6771A2D70F28B622A,1
01C0138AEE99DDFEF83350351FB93DA5,C6748C439E3B62E9BE938C0C08B10DAC,1
02B3BA79CB2A22A78A1C10C65996F854,332496FBCE7D89E13DD4CBA0C465101D,1
0314863C43DA9F8481FC6F16C85F91E2,13298246D61A191F9D897A33F0780C58,1
0463151161746F8B08B7C69407C796B3,D71118A23304F7F3A90E9FD4CA0E5D83,1
04ABE9206924484D5B4D7DB103F5D5CB,E4E4A7F7FDD3B94112C0EC90785FFEE6,1
020F7832FCE355CC230621F70137FBFA,C904ECE7D1E7E0310E375FEE370F0FCB,1
058A838C36BEDE03DD7066243B1BC95A,7C4DE02997261683286B402654B2966E,1
02F65423E0133B3BD6EB4C96817FC4EB,D448D0A4E0DECED9208ACB64092D4606,1
051AC7414B8C858199FB20B79F38073C,1C7F3683BC7DAC1FC57C7D56D8FF2E57,1
027FA7098A9C5A14274E8AFB38508086,DD5C88B5AB22D1969B583F3EF0C9838A,1
0143F5BE419C957726BDCE2CE20923C2,4FF87AF9D5DA180013694A44D1FB5DAD,1
000290FBA37D89737B5D8BF29BBB56B7,6A068B8759FD27D25E524F171A75EFB0,1
025C2FF425FB256DE8ED98228B8A6D41,E79552D2DAB049C7F4046F975D8BEAB9,1
03F36D0116BF58D3B56E8E3467FA9C87,2148A5BCAE40B21C19B88C58B1558CFF,1
01E20F4C5380AA1311ADA9B0E391F5A2,965F4F0F3FDC1252AC882C53FD2D200C,1
00E47F0436FFFC7138A379E5B7A11828,A906FE17BBD9BF04B9F560F711B77684,1
05325DC925D90936B8D63552D38426A6,F76F0220BC75FC53E65952FB1784F3CF,1
0559205F3DC145D08D883177C4ACD54E,A8182AE79ECD396DA4D66FD2FC4F12AC,1
0064B1AE0A3FA903A2A9446DD799C04F,2F14324819D95DAB69D363602B7735A1,1
02487FCD5D0CE3DE8A834CF29274D528,EA9C1067243E493F702E9702620FD4E3,1
021A7F1F6923C37D7E384956F248D414,88ADDB7A37D1423D813A45A8CAD54308,1
002A140AFC39E0FB161FFB8B3F3BF2A2,F82753EC1891DB7225FCED12699AD602,1
03E917E2C9FF20228853ED4531CE3FC4,3755F11467C905B1BBB5E2775CA5193B,1
03C71B51661479327EEAE6D3D68C9F05,B3715E6D8256435C7027E0B581B2F209,1
01A2BDBDE01A353778C7A09E7221ACAC,4163A98C68EDC88A8965D8534C011C97,1
00CFDB38DF5D8D86496ABFC13304A439,46DA6701DC0AAF56214D4B09F42A6C14,1
036B49EC70CD49DBA05AD4131A7C00D4,664485AA79F7CD44AF29A1D85246D2B1,1
045650E9958C46EC8C40E1953EAE015B,20CF9DD57342C9A9D0F3BB199E0AD03D,1
05F77ED38DA420D757476A4E916503E2,8287FDB2F628076FFF19E77BD4D6AC46,1
031EAC0DBE3654042574D370896458E2,545A0803C9D2A99AE7A566206F642B64,1
009259F60AEE0CE840CE24DD4573D383,6DE82006423BED517D192DA067F2073F,1
00B9BBC10BBA33C2E5B53C9BAC7C5863,6D379EF4E9B793A6EAF11E28CE7F1965,1
00B9937B0D121F78A07CE6EDCA283070,B37C4780D7506FE6EC36EA078629194A,1
03928ACE070F6D016D097B992B4FAF72,4CB2A636D08F8B7A32052FCE8ECD707B,1
036843C0F3B36FF5FE67B832DC6C1700,9446BF07B1452AF9A2CF84C6C40ADCF1,1
033A83C6FA10135C8A2585E3AC4F70AD,A76A8461663CA7F1F01314CE1EC7DA1C,1
040AF7912E61B86D1ED59A9E3F4AE4B2,6071470A775C37B61C946C2D9018A4BB,1
